#Num,Team name,Stadium name,Seating capacity,Location,Playing surface,League,Date opened,Distance to center field (ft),Distance to center field (ft),Ballpark typology,Roof Type,Deleted,Num Dists,Num Souveinirs,,,,,,,,,,,,,,,,,,,,
1,Arizona Diamondbacks,Chase Field,48686,Phoenix Arizona,Grass,National,1998,407,124,Retro Modern,Retractable,0,5,9,580,28,870,11,1115,20,650,23,300,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
2,Atlanta Braves,SunTrust Park,41149,Cumberland Georgia,Grass,National,2017,400,122,Retro Modern,Open,0,4,7,375,30,560,15,600,28,740,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
3,Baltimore Orioles,Oriole Park at Camden Yards,45971,Baltimore Maryland,Grass,American,1992,410,125,Retro Classic,Open,0,2,30,50,21,90,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
4,Boston Red Sox ,Fenway Park,37731,Boston Massachusetts,Grass,American,1912,420,128,Jewel Box,Open,0,3,18,195,15,1255,29,430,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
5,Chicago Cubs,Wrigley Field,41268,Chicago Illinois,Grass,National,1914,400,122,Jewel Box,Open,0,3,6,50,16,80,12,415,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
6,Chicago White Sox,Guaranteed Rate Field,40615,Chicago Illinois,Grass,American,1991,400,122,Retro Classic,Open,0,3,10,240,7,250,5,50,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
7,Cincinnati Reds,Great American Ball Park,42319,Cincinnati Ohio,Grass,National,2003,404,123,Retro Modern,Open,0,6,22,260,8,225,6,250,27,790,2,375,26,310,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
8,Cleveland Indians,Progressive Field,35051,Cleveland Ohio,Grass,American,1994,410,125,Retro Modern,Open,0,3,22,115,10,90,7,225,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
9,Colorado Rockies,Coors Field,50398,Denver Colorado,Grass,National,1995,415,126,Retro Classic,Open,0,4,12,560,28,650,1,580,23,830,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
10,Detroit Tigers,Comerica Park,41299,Detroit Michigan,Grass,American,2000,420,128,Retro Classic,Open,0,3,6,240,29,210,8,90,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
11,Houston Astros,Minute Maid Park,41168,Houston Texas,Grass,American,2000,409,125,Retro Modern,Retractable,0,5,28,230,27,790,15,965,26,680,1,1115,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
12,Kansas City Royals,Kauffman Stadium,37903,Kansas City Missouri,Grass,American,1973,410,125,Retro Modern,Open,0,4,26,235,28,460,5,415,9,560,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
13,Los Angeles Angels,Angel Stadium,45477,Anaheim California,Grass,American,1966,396,121,Retro Modern,Open,0,2,23,110,14,50,5,1,Baseball Cap,22.99,0,2,Baseball Bat,89.39,0,3,Team pennant,17.99,0,4,Autographed baseball,25.99,0,5,Team Jersey,199.99,0
